supplierShopId,vitrineShopId,recommendationScore
hedgequarters.myshopify.com,appleteststore,0.3599539117
d08112-2.myshopify.com,appleteststore,0.3594387431
bloody-buddy-cup.myshopify.com,appleteststore,0.06235695304
popsters-shop.myshopify.com,appleteststore,0.3615144757
us-currentbody.myshopify.com,appleteststore,0.3612805416
wdydtl.myshopify.com,appleteststore,0.3605290635
baker-and-olive.myshopify.com,appleteststore,0.3619083645
puzzlefolk.myshopify.com,appleteststore,0.3629654345
ecuadane.myshopify.com,appleteststore,0.3606858389
zwitafoods.myshopify.com,appleteststore,0.3617365648
doraihome.myshopify.com,appleteststore,0.05972127847
camille-company-us.myshopify.com,appleteststore,0.3610046795
shop-everset.myshopify.com,appleteststore,0.3604492244
cords-club.myshopify.com,appleteststore,0.3611229644
limeberry-designs.myshopify.com,appleteststore,0.360904404
maya-parfum.myshopify.com,appleteststore,0.3639887946
dairypill.myshopify.com,appleteststore,0.3606387982
063371cf-8d93-437d-8a97-4584a9a9343f,appleteststore,0.360798747
sortjoy.myshopify.com,appleteststore,0.3600538056
pretzels-shop.myshopify.com,appleteststore,0.3615030847
eidyllia.myshopify.com,appleteststore,0.06029025977
d7f3c9-3.myshopify.com,appleteststore,0.3622831357
minorhistory.myshopify.com,appleteststore,0.3606816564
igluoutfitters.myshopify.com,appleteststore,0.3625544047
bridebrite.myshopify.com,appleteststore,0.360637604
tenzo-tea.myshopify.com,appleteststore,0.3602382493
kinfield.myshopify.com,appleteststore,0.3610238205
feat-socks.myshopify.com,appleteststore,0.3602003449
you-ay.myshopify.com,appleteststore,0.3622208201
get-a-next-day.myshopify.com,appleteststore,0.3608794158
little-hands-and-nature.myshopify.com,appleteststore,0.06123738564
malla-880.myshopify.com,appleteststore,0.361101734
we-are-nus.myshopify.com,appleteststore,0.3607307246
805f23.myshopify.com,appleteststore,0.3609685064
n-c-sample-sale.myshopify.com,appleteststore,0.3595054617
shop-mentionables.myshopify.com,appleteststore,0.3656396063
rey-to-z.myshopify.com,appleteststore,0.3592652524
little-mama-shirt-shop.myshopify.com,appleteststore,0.363560241
sea-marie-designs.myshopify.com,appleteststore,0.3607583703
madeincookware.myshopify.com,appleteststore,0.05934067477
082dc6.myshopify.com,appleteststore,0.3689842683
rickirum.myshopify.com,appleteststore,0.3600424077
viori-beauty.myshopify.com,appleteststore,0.359518085
tucky-belt.myshopify.com,appleteststore,0.3604847025
little-chompions.myshopify.com,appleteststore,0.3608887274
lillie-eats-and-tells-shop.myshopify.com,appleteststore,0.3626039606
makeitcutekids.myshopify.com,appleteststore,0.05922077522
worldspicemerchants.myshopify.com,appleteststore,0.3597708213
shopluluandroo.myshopify.com,appleteststore,0.06042501919
laced-lash-store.myshopify.com,appleteststore,0.3594933108
st-roche.myshopify.com,appleteststore,0.05986358107
abigail-home.myshopify.com,appleteststore,0.3606763664
port213.myshopify.com,appleteststore,0.360043414
greatfurnituredeal.myshopify.com,appleteststore,0.3610342783
mysozy.myshopify.com,appleteststore,0.3603012173
lifestacksnutrition.myshopify.com,appleteststore,0.3605619338
andar-wallets.myshopify.com,appleteststore,0.3617854255
alltshelf.myshopify.com,appleteststore,0.3611247238
ba92caec-bdde-44bd-a973-fb28620fd5b5,appleteststore,0.3594085188
modern-picnic-ny.myshopify.com,appleteststore,0.3594160784
the-jam-stand.myshopify.com,appleteststore,0.3607274568
mud-wtr.myshopify.com,appleteststore,0.3608663843
rock-roll-candle-co.myshopify.com,appleteststore,0.359906805
kendall-conrad.myshopify.com,appleteststore,0.06055698593
cozys.myshopify.com,appleteststore,0.3621712413
joanna-buchanan.myshopify.com,appleteststore,0.06001530182
simplyseaglasshawaii.myshopify.com,appleteststore,0.06138904848
mixedmade.myshopify.com,appleteststore,0.3596207563
72ab52-3.myshopify.com,appleteststore,0.3613245284
trendy-ties.myshopify.com,appleteststore,0.366760333
alden-threads.myshopify.com,appleteststore,0.3598346286
daise-sun-protective-essentials.myshopify.com,appleteststore,0.06049998813
3f17d294-3e57-48b0-9e11-df8e664b94cc,appleteststore,0.3596047165
kyte-baby-co.myshopify.com,appleteststore,0.06001512522
lemon-drop-love.myshopify.com,appleteststore,0.3619551614
kettleandfire.myshopify.com,appleteststore,0.06136847633
jumelle-press.myshopify.com,appleteststore,0.3625159517
toesox-tavinoir.myshopify.com,appleteststore,0.3610484754
woolx.myshopify.com,appleteststore,0.05972394535
shop-contagious.myshopify.com,appleteststore,0.3612786639
shopsolesisters.myshopify.com,appleteststore,0.3623252895
meetalleyoop.myshopify.com,appleteststore,0.361696049
the-u-beauty.myshopify.com,appleteststore,0.3601041972
hh-perla.myshopify.com,appleteststore,0.06086217748
ffa54405-22b0-4c8a-a526-f30af15646e7,appleteststore,0.3593905697
phonesoap-main.myshopify.com,appleteststore,0.3594560769
4134f605-4d0b-4088-b592-f1b5eb16a0fa,appleteststore,0.3593900366
wildland-coffee.myshopify.com,appleteststore,0.360820158
thread-llc.myshopify.com,appleteststore,0.3615464982
the-pillowscarf.myshopify.com,appleteststore,0.360457693
owala.myshopify.com,appleteststore,0.3646603882
deux-mains-dev.myshopify.com,appleteststore,0.359834222
kobuk-leather-co.myshopify.com,appleteststore,0.3597515752
0456fec7-e96d-46b4-bc42-37add7272a1b,appleteststore,0.359438722
olive-ave-boutique.myshopify.com,appleteststore,0.3619576693
shine-cosmetics-corporate.myshopify.com,appleteststore,0.3685931845
joydays5.myshopify.com,appleteststore,0.3606949031
harry-josh-pro-tools.myshopify.com,appleteststore,0.06046107701
instyler.myshopify.com,appleteststore,0.3603049651
3a153969-554f-4d66-b251-8162538d330f,appleteststore,0.3594085188
fine-sunglasses.myshopify.com,appleteststore,0.3608111137
sea-no-evil.myshopify.com,appleteststore,0.3607071322
e5341a-39.myshopify.com,appleteststore,0.3602681461
modernandchicboutique.myshopify.com,appleteststore,0.3651363068
character-tools.myshopify.com,appleteststore,0.06010735056
the-sweet-tooth-fairy.myshopify.com,appleteststore,0.3645032835
licorice-shop.myshopify.com,appleteststore,0.3637899963
gia-roma.myshopify.com,appleteststore,0.3611008954
5c44bec3-c494-48c7-98d6-c45a2f9e462a,appleteststore,0.3593905697
modern-piggy.myshopify.com,appleteststore,0.362153319
siena-and-co.myshopify.com,appleteststore,0.3604593066
mixhers2.myshopify.com,appleteststore,0.0670609467
the-simple-olive.myshopify.com,appleteststore,0.3621216674
hyer-goods.myshopify.com,appleteststore,0.360177866
table06.myshopify.com,appleteststore,0.3606779164
sheergear.myshopify.com,appleteststore,0.3602338157
simkarose.myshopify.com,appleteststore,0.3607124398
golden-dot-lane.myshopify.com,appleteststore,0.3624710781
coconu-staging.myshopify.com,appleteststore,0.3687624297
tobiq.myshopify.com,appleteststore,0.3638017208
bryn-nicholle.myshopify.com,appleteststore,0.3594085188
cool-jams-store.myshopify.com,appleteststore,0.3612020191
kosterina-dev.myshopify.com,appleteststore,0.3610751849
five-little-things.myshopify.com,appleteststore,0.3609970487
bean-coffee-company.myshopify.com,appleteststore,0.3600503504
dudley-stephens.myshopify.com,appleteststore,0.05809683232
dateboxclub.myshopify.com,appleteststore,0.06102653561
luvmyjewelry.myshopify.com,appleteststore,0.3608342635
scoutbags.myshopify.com,appleteststore,0.3599184129
sand-cloud.myshopify.com,appleteststore,0.3609541623
100-pure.myshopify.com,appleteststore,0.3615782729
d1da01.myshopify.com,appleteststore,0.3608766866
common-good-shop.myshopify.com,appleteststore,0.3605631613
wearedore.myshopify.com,appleteststore,0.3598571579
surelywine.myshopify.com,appleteststore,0.3602807605
natemiababy.myshopify.com,appleteststore,0.3602649
bits-and-bows-llc.myshopify.com,appleteststore,0.3603718529
7am-enfant.myshopify.com,appleteststore,0.05989766437
twigs-vinesshoppe.myshopify.com,appleteststore,0.3610087412
cannery-camp.myshopify.com,appleteststore,0.3604401907
599f1353-0dc9-4748-b60d-22c309096069,appleteststore,0.3594158043
shamelesssnacks.myshopify.com,appleteststore,0.36407927
jj-paperie-co.myshopify.com,appleteststore,0.3611476997
nathan-home.myshopify.com,appleteststore,0.06075235163
checkpup.myshopify.com,appleteststore,0.3608223735
year-day.myshopify.com,appleteststore,0.3606835494
el-cholos-kid.myshopify.com,appleteststore,0.06035113682
8e569d.myshopify.com,appleteststore,0.3591794143
perpetual-shade.myshopify.com,appleteststore,0.3610264098
nantucketcrisps.myshopify.com,appleteststore,0.360659522
novaeclothing.myshopify.com,appleteststore,0.3610938982
cf29c4.myshopify.com,appleteststore,0.3600897769
getjoocier.myshopify.com,appleteststore,0.360013499
bio-first-us.myshopify.com,appleteststore,0.3611942548
packd-bags.myshopify.com,appleteststore,0.3602371653
bella-tu-2.myshopify.com,appleteststore,0.359654313
18summers.myshopify.com,appleteststore,0.3605564159
pedestrianproject.myshopify.com,appleteststore,0.3609477758
click-grow.myshopify.com,appleteststore,0.3606989126
exauoliveoil.myshopify.com,appleteststore,0.3605899584
ophelia-indigo.myshopify.com,appleteststore,0.05865936762
45ec24-2.myshopify.com,appleteststore,0.3615278547
uve-pro.myshopify.com,appleteststore,0.3608026422
ae04711d-93f7-4ebe-8ef2-a3d9cf3dd37c,appleteststore,0.3594561121
soren-brand.myshopify.com,appleteststore,0.362578265
flowerhairtool.myshopify.com,appleteststore,0.3608124492
fresh-fixes.myshopify.com,appleteststore,0.3665439824
babs-birdie.myshopify.com,appleteststore,0.3611509807
oil-babe.myshopify.com,appleteststore,0.3663442138
versed-skin.myshopify.com,appleteststore,0.3594735661
sipjeng.myshopify.com,appleteststore,0.3609476898
home-and-kind.myshopify.com,appleteststore,0.3666027019
big-word-store.myshopify.com,appleteststore,0.3591713408
465d611e-2c7d-45f5-bb18-d38684467081,appleteststore,0.3593108502
the-stockplace.myshopify.com,appleteststore,0.362872537
simply-sade-jane.myshopify.com,appleteststore,0.3604356854
shopforothers.myshopify.com,appleteststore,0.3604602268
probioticmaker.myshopify.com,appleteststore,0.3608480377
howdoesshe.myshopify.com,appleteststore,0.3613318714
bb0075-2.myshopify.com,appleteststore,0.3610384757
yourporcupine.myshopify.com,appleteststore,0.3614851071
luna-nail-wraps.myshopify.com,appleteststore,0.3594738548
zahava-tel-aviv.myshopify.com,appleteststore,0.06045418058
janstowelstore.myshopify.com,appleteststore,0.3595566438
kasel-krafts.myshopify.com,appleteststore,0.3609650128
postum-beverage.myshopify.com,appleteststore,0.3608303154
rock-ruddle-usa.myshopify.com,appleteststore,0.3630034819
emily-ley.myshopify.com,appleteststore,0.3613840071
lo-sons.myshopify.com,appleteststore,0.3597344509
thenomadik.myshopify.com,appleteststore,0.3612032318
sweets-syrup.myshopify.com,appleteststore,0.3615662605
c-g-test-store.myshopify.com,appleteststore,0.3610775027
the-lola-blanket.myshopify.com,appleteststore,0.06830915681
waiting-on-martha.myshopify.com,appleteststore,0.3591259531
shop-spoiling-me.myshopify.com,appleteststore,0.360713855
sara-fitz.myshopify.com,appleteststore,0.3590922495
lisas-passion-for-popcorn.myshopify.com,appleteststore,0.3612229613
the-pony-pick.myshopify.com,appleteststore,0.3646486252
dawsonthelabel.myshopify.com,appleteststore,0.3611049073
brennan-candle-co.myshopify.com,appleteststore,0.3602854596
little-books-nooks.myshopify.com,appleteststore,0.3635854233
5cfc7d.myshopify.com,appleteststore,0.3615810639
greta-louise.myshopify.com,appleteststore,0.360739397
matzo-ball.myshopify.com,appleteststore,0.3593905697
earl-8421.myshopify.com,appleteststore,0.06040941868
yuda-best.myshopify.com,appleteststore,0.3608715591
wetcloths-com.myshopify.com,appleteststore,0.3610761897
mikunafoods.myshopify.com,appleteststore,0.3610850582
the-monogram-corner-shop.myshopify.com,appleteststore,0.3603717459
sandiegocoffee.myshopify.com,appleteststore,0.3612228723
sister-katie.myshopify.com,appleteststore,0.06051577724
my-skin-routine.myshopify.com,appleteststore,0.3611043295
picnic-time-brands.myshopify.com,appleteststore,0.3613235991
opalite.myshopify.com,appleteststore,0.06063365088
liveby-active.myshopify.com,appleteststore,0.359654668
altfragrances.myshopify.com,appleteststore,0.3611325382
047e8fc6-d29f-49c6-9954-d10bbe2620d9,appleteststore,0.3595890563
nakano-knives-usa.myshopify.com,appleteststore,0.3617789049
abiayres.myshopify.com,appleteststore,0.3613677702
haand.myshopify.com,appleteststore,0.3608152986
dorseyshop.myshopify.com,appleteststore,0.05916528931
beccobags.myshopify.com,appleteststore,0.359641701
to-africa-and-beyond.myshopify.com,appleteststore,0.3625037744
my-super-oil.myshopify.com,appleteststore,0.3609634554
85bfc6bd-69a3-484b-bed8-9fc14933a247,appleteststore,0.3594364201
63d53849-ea3e-449a-a95c-f75045e36e37,appleteststore,0.3588653901
whiskware.myshopify.com,appleteststore,0.3628192209
ivie-lola.myshopify.com,appleteststore,0.3617243568
chingulis-creations.myshopify.com,appleteststore,0.3625819765
tubby-todd-bath-co.myshopify.com,appleteststore,0.3617543184
kilte-shop.myshopify.com,appleteststore,0.06096082606
justmystic.myshopify.com,appleteststore,0.3609944479
boomboomenergy.myshopify.com,appleteststore,0.3613674252
blue-white-collar.myshopify.com,appleteststore,0.3596401449
twenty-five-days-of-christ-4.myshopify.com,appleteststore,0.363285705
firefly2019.myshopify.com,appleteststore,0.3607281865
plumdeluxe.myshopify.com,appleteststore,0.360814771
osay.myshopify.com,appleteststore,0.06071981873
psychedelicwater.myshopify.com,appleteststore,0.3605059164
well-oiled-skincare.myshopify.com,appleteststore,0.3606480971
yardbird-outside.myshopify.com,appleteststore,0.3609320661
fresh-clean-tees.myshopify.com,appleteststore,0.3593905697
b5c9c2f4-feb9-4dc5-8222-24e0081f6fee,appleteststore,0.3593905697
d25b052a-516c-4f31-ba70-7eab836e5a5f,appleteststore,0.3594040609
florence-eiseman.myshopify.com,appleteststore,0.3598526849
beth-ladd-collections.myshopify.com,appleteststore,0.3601548476
027cd5a5-c6a4-4cf3-bacb-2aa2ae95d619,appleteststore,0.3594207728
multitasky.myshopify.com,appleteststore,0.3599430565
94e39658-bacf-404e-abf0-a9844abbb5b4,appleteststore,0.3594085188
dycegames.myshopify.com,appleteststore,0.3594560769
c8cc5c-2.myshopify.com,appleteststore,0.3609446027
four-and-twenty-sailors-shop.myshopify.com,katiesbliss,0.3714957397
livefashionable.myshopify.com,katiesbliss,0.02941176471
pull-it-together-tribe.myshopify.com,katiesbliss,0.3928174605
xena-workwear.myshopify.com,katiesbliss,0.3973172986
abaraboveshop.myshopify.com,katiesbliss,0.3659410227
shitthatiknit.myshopify.com,katiesbliss,0.3689905481
chappy-wrap.myshopify.com,katiesbliss,0.02941176471
manucurist-us.myshopify.com,katiesbliss,0.390531618
kibou-bag.myshopify.com,katiesbliss,0.02941176471
ultimate-stadium-sak.myshopify.com,katiesbliss,0.3958800519
year-and-day,katiesbliss,0.066583628
teststore12022-1584.myshopify.com,katiesbliss,0.364271978
thirdlove-uat.myshopify.com,katiesbliss,0.3823949155
74b05d-3.myshopify.com,katiesbliss,0.3960869491
boarderie.myshopify.com,katiesbliss,0.3673010889
rey-to-z.myshopify.com,katiesbliss,0.02941176471
cesta-collective.myshopify.com,katiesbliss,0.101149664
alden-threads.myshopify.com,katiesbliss,0.3627943806
lemon-drop-love.myshopify.com,katiesbliss,0.3607338487
wakeheart.myshopify.com,katiesbliss,0.09378972222
gopureorganics.myshopify.com,katiesbliss,0.3971633426
psdunderwear-2.myshopify.com,katiesbliss,0.3925700512
end-potion.myshopify.com,katiesbliss,0.3594917542
moonglow-jewelry.myshopify.com,katiesbliss,0.365226861
leatherbys-family-creamery.myshopify.com,katiesbliss,0.3649128625
ivie-lola.myshopify.com,katiesbliss,0.3643808805
thirdlove.myshopify.com,katiesbliss,0.3985417947
firefly2019.myshopify.com,katiesbliss,0.3600775498
vooray.myshopify.com,katiesbliss,0.3860890799
flagship-merch.myshopify.com,katiesbliss,0.3654732815
florence-eiseman.myshopify.com,katiesbliss,0.02941176471
drawers-clothing.myshopify.com,katiesbliss,0.3607242604
sukk-straws.myshopify.com,katiesbliss,0.3932765736
thecococotton.myshopify.com,katiesbliss,0.3881644682
four-and-twenty-sailors-shop.myshopify.com,momsofalltrades,0.3722840955
livefashionable.myshopify.com,momsofalltrades,0.7647058824
saltytubco.myshopify.com,momsofalltrades,0.02941176471
the-haircut-box.myshopify.com,momsofalltrades,0.02941176471
testbig.myshopify.com,momsofalltrades,0.7647058824
pull-it-together-tribe.myshopify.com,momsofalltrades,0.4721644431
xena-workwear.myshopify.com,momsofalltrades,0.484469007
pmdb.myshopify.com,momsofalltrades,0.02941176471
flux-footwear-llc.myshopify.com,momsofalltrades,0.02941176471
am-niccoli.myshopify.com,momsofalltrades,0.02941176471
laticoleathers.myshopify.com,momsofalltrades,0.02941176471
kryo-gear.myshopify.com,momsofalltrades,0.02941176471
heatherhowardphoto.myshopify.com,momsofalltrades,0.02941176471
amberlynncollection.myshopify.com,momsofalltrades,0.02941176471
abaraboveshop.myshopify.com,momsofalltrades,0.4586757779
shitthatiknit.myshopify.com,momsofalltrades,0.4928715234
fullmhouse.myshopify.com,momsofalltrades,0.07352941176
chappy-wrap.myshopify.com,momsofalltrades,0.02941176471
manucurist-us.myshopify.com,momsofalltrades,0.4222018612
spicewallabrand.myshopify.com,momsofalltrades,0.02941176471
kibou-bag.myshopify.com,momsofalltrades,0.1029411765
173bd5-2.myshopify.com,momsofalltrades,0.02941176471
monogrammary.myshopify.com,momsofalltrades,0.02941176471
ultimate-stadium-sak.myshopify.com,momsofalltrades,0.4704463887
eager-eagle-3747.myshopify.com,momsofalltrades,0.02941176471
year-and-day,momsofalltrades,0.1488361056
hedgequarters.myshopify.com,momsofalltrades,0.02941176471
teststore12022-1584.myshopify.com,momsofalltrades,0.364271978
us-currentbody.myshopify.com,momsofalltrades,0.02941176471
puzzlefolk.myshopify.com,momsofalltrades,0.02941176471
thirdlove-uat.myshopify.com,momsofalltrades,0.4346173181
maya-parfum.myshopify.com,momsofalltrades,0.02941176471
74b05d-3.myshopify.com,momsofalltrades,0.4806693621
pretzels-shop.myshopify.com,momsofalltrades,0.02941176471
boarderie.myshopify.com,momsofalltrades,0.4717061791
feat-socks.myshopify.com,momsofalltrades,0.1029411765
rey-to-z.myshopify.com,momsofalltrades,0.8382352941
little-mama-shirt-shop.myshopify.com,momsofalltrades,0.02941176471
082dc6.myshopify.com,momsofalltrades,0.1029411765
tucky-belt.myshopify.com,momsofalltrades,0.8382352941
lillie-eats-and-tells-shop.myshopify.com,momsofalltrades,0.07352941176
makeitcutekids.myshopify.com,momsofalltrades,0.07352941176
lifestacksnutrition.myshopify.com,momsofalltrades,0.02941176471
andar-wallets.myshopify.com,momsofalltrades,0.02941176471
cesta-collective.myshopify.com,momsofalltrades,0.2064736679
trendy-ties.myshopify.com,momsofalltrades,0.02941176471
alden-threads.myshopify.com,momsofalltrades,0.4713633235
lemon-drop-love.myshopify.com,momsofalltrades,0.4894210463
shopsolesisters.myshopify.com,momsofalltrades,0.7647058824
owala.myshopify.com,momsofalltrades,0.02941176471
deux-mains-dev.myshopify.com,momsofalltrades,0.02941176471
olive-ave-boutique.myshopify.com,momsofalltrades,0.07352941176
shine-cosmetics-corporate.myshopify.com,momsofalltrades,0.8382352941
harry-josh-pro-tools.myshopify.com,momsofalltrades,0.02941176471
instyler.myshopify.com,momsofalltrades,0.7647058824
fine-sunglasses.myshopify.com,momsofalltrades,0.02941176471
licorice-shop.myshopify.com,momsofalltrades,0.02941176471
dudley-stephens.myshopify.com,momsofalltrades,0.7647058824
scoutbags.myshopify.com,momsofalltrades,0.7647058824
wakeheart.myshopify.com,momsofalltrades,0.1483956388
d1da01.myshopify.com,momsofalltrades,0.07352941176
wearedore.myshopify.com,momsofalltrades,0.02941176471
surelywine.myshopify.com,momsofalltrades,0.02941176471
bits-and-bows-llc.myshopify.com,momsofalltrades,0.7647058824
gopureorganics.myshopify.com,momsofalltrades,0.4894616555
psdunderwear-2.myshopify.com,momsofalltrades,0.4388808564
9be6654c-ef41-4ab1-9a52-6046cc5d9dfb,momsofalltrades,0.02941176471
18summers.myshopify.com,momsofalltrades,0.07352941176
click-grow.myshopify.com,momsofalltrades,0.02941176471
ophelia-indigo.myshopify.com,momsofalltrades,0.7647058824
end-potion.myshopify.com,momsofalltrades,0.4006427583
flowerhairtool.myshopify.com,momsofalltrades,0.02941176471
versed-skin.myshopify.com,momsofalltrades,0.7647058824
big-word-store.myshopify.com,momsofalltrades,0.7647058824
the-stockplace.myshopify.com,momsofalltrades,0.02941176471
howdoesshe.myshopify.com,momsofalltrades,0.07352941176
janstowelstore.myshopify.com,momsofalltrades,0.02941176471
kasel-krafts.myshopify.com,momsofalltrades,0.02941176471
rock-ruddle-usa.myshopify.com,momsofalltrades,0.02941176471
emily-ley.myshopify.com,momsofalltrades,0.02941176471
lo-sons.myshopify.com,momsofalltrades,0.02941176471
thenomadik.myshopify.com,momsofalltrades,0.02941176471
sweets-syrup.myshopify.com,momsofalltrades,0.1029411765
waiting-on-martha.myshopify.com,momsofalltrades,0.02941176471
moonglow-jewelry.myshopify.com,momsofalltrades,0.4490976358
the-monogram-corner-shop.myshopify.com,momsofalltrades,0.02941176471
leatherbys-family-creamery.myshopify.com,momsofalltrades,0.4675261863
picnic-time-brands.myshopify.com,momsofalltrades,0.02941176471
liveby-active.myshopify.com,momsofalltrades,0.7647058824
nakano-knives-usa.myshopify.com,momsofalltrades,0.02941176471
abiayres.myshopify.com,momsofalltrades,0.07352941176
beccobags.myshopify.com,momsofalltrades,0.8382352941
ivie-lola.myshopify.com,momsofalltrades,0.4544882847
thirdlove.myshopify.com,momsofalltrades,0.511130833
firefly2019.myshopify.com,momsofalltrades,0.4249314668
vooray.myshopify.com,momsofalltrades,0.4783387261
well-oiled-skincare.myshopify.com,momsofalltrades,0.02941176471
flagship-merch.myshopify.com,momsofalltrades,0.4402450494
florence-eiseman.myshopify.com,momsofalltrades,0.02941176471
beth-ladd-collections.myshopify.com,momsofalltrades,0.02941176471
drawers-clothing.myshopify.com,momsofalltrades,0.3608856785
sukk-straws.myshopify.com,momsofalltrades,0.4802522427
thecococotton.myshopify.com,momsofalltrades,0.4518767748
four-and-twenty-sailors-shop.myshopify.com,lorifablife,0.3715900067
testbig.myshopify.com,lorifablife,0.1029411765
pull-it-together-tribe.myshopify.com,lorifablife,0.4007147698
xena-workwear.myshopify.com,lorifablife,0.4024899458
two-peas-and-their-pod.myshopify.com,lorifablife,0.07352941176
abaraboveshop.myshopify.com,lorifablife,0.3697352364
shitthatiknit.myshopify.com,lorifablife,0.3657981996
fullmhouse.myshopify.com,lorifablife,0.07352941176
75e41f.myshopify.com,lorifablife,0.07352941176
manucurist-us.myshopify.com,lorifablife,0.3925837931
dearkorra.myshopify.com,lorifablife,0.07352941176
ultimate-stadium-sak.myshopify.com,lorifablife,0.4162063414
year-and-day,lorifablife,0.07045499772
teststore12022-1584.myshopify.com,lorifablife,0.364271978
74b05d-3.myshopify.com,lorifablife,0.4026709108
beddys.myshopify.com,lorifablife,0.02941176471
boarderie.myshopify.com,lorifablife,0.3692016563
you-ay.myshopify.com,lorifablife,0.07352941176
082dc6.myshopify.com,lorifablife,0.07352941176
cesta-collective.myshopify.com,lorifablife,0.09937260671
alden-threads.myshopify.com,lorifablife,0.3585814677
lemon-drop-love.myshopify.com,lorifablife,0.3692276869
shopsolesisters.myshopify.com,lorifablife,0.07352941176
olive-ave-boutique.myshopify.com,lorifablife,0.07352941176
shine-cosmetics-corporate.myshopify.com,lorifablife,0.1029411765
3a153969-554f-4d66-b251-8162538d330f,lorifablife,0.07352941176
mixhers2.myshopify.com,lorifablife,0.07352941176
wakeheart.myshopify.com,lorifablife,0.09771941225
gopureorganics.myshopify.com,lorifablife,0.4046138696
psdunderwear-2.myshopify.com,lorifablife,0.403455896
9be6654c-ef41-4ab1-9a52-6046cc5d9dfb,lorifablife,0.07352941176
fresh-fixes.myshopify.com,lorifablife,0.1029411765
the-stockplace.myshopify.com,lorifablife,0.07352941176
the-pony-pick.myshopify.com,lorifablife,0.07352941176
moonglow-jewelry.myshopify.com,lorifablife,0.3708293348
leatherbys-family-creamery.myshopify.com,lorifablife,0.3777999822
047e8fc6-d29f-49c6-9954-d10bbe2620d9,lorifablife,0.1470588235
abiayres.myshopify.com,lorifablife,0.07352941176
ivie-lola.myshopify.com,lorifablife,0.3743142618
thirdlove.myshopify.com,lorifablife,0.4005251957
firefly2019.myshopify.com,lorifablife,0.3644288618
vooray.myshopify.com,lorifablife,0.403883656
flagship-merch.myshopify.com,lorifablife,0.3722630816
drawers-clothing.myshopify.com,lorifablife,0.3611681836
four-and-twenty-sailors-shop.myshopify.com,geethanks,0.3732576294
great-jones-goods.myshopify.com,geethanks,0.8382352941
livefashionable.myshopify.com,geethanks,0.7647058824
saltytubco.myshopify.com,geethanks,0.7647058824
trueclassictees-com.myshopify.com,geethanks,0.7647058824
pull-it-together-tribe.myshopify.com,geethanks,0.569828024
smallpackages.myshopify.com,geethanks,0.8382352941
nori-press.myshopify.com,geethanks,0.8382352941
ajarofpickles.myshopify.com,geethanks,0.02941176471
wilder-condiments-llc.myshopify.com,geethanks,0.07352941176
xena-workwear.myshopify.com,geethanks,0.5801742128
two-peas-and-their-pod.myshopify.com,geethanks,0.07352941176
pmdb.myshopify.com,geethanks,0.7647058824
kitschllc.myshopify.com,geethanks,0.7647058824
sunday-pickle-co-2908.myshopify.com,geethanks,0.7647058824
laticoleathers.myshopify.com,geethanks,0.7647058824
caraway-home.myshopify.com,geethanks,0.7647058824
kryo-gear.myshopify.com,geethanks,0.7647058824
heatherhowardphoto.myshopify.com,geethanks,0.07352941176
abaraboveshop.myshopify.com,geethanks,0.5919520556
shitthatiknit.myshopify.com,geethanks,0.676381181
dame-products.myshopify.com,geethanks,0.7647058824
fullmhouse.myshopify.com,geethanks,0.07352941176
sam-nala.myshopify.com,geethanks,0.8382352941
chappy-wrap.myshopify.com,geethanks,0.8382352941
manucurist-us.myshopify.com,geethanks,0.4544749619
spicewallabrand.myshopify.com,geethanks,0.7647058824
935e891b-e393-496d-8ad9-0f60d45dca20,geethanks,0.9852941176
monogrammary.myshopify.com,geethanks,0.02941176471
chouette-designs.myshopify.com,geethanks,0.8382352941
6fad05-2.myshopify.com,geethanks,0.7647058824
mmlf-admin.myshopify.com,geethanks,0.8382352941
ultimate-stadium-sak.myshopify.com,geethanks,0.6091093385
madly-wish.myshopify.com,geethanks,0.02941176471
year-and-day,geethanks,0.2661552379
sarah-flint.myshopify.com,geethanks,0.02941176471
teststore12022-1584.myshopify.com,geethanks,0.364271978
us-currentbody.myshopify.com,geethanks,0.8382352941
baker-and-olive.myshopify.com,geethanks,0.7647058824
puzzlefolk.myshopify.com,geethanks,0.8382352941
thirdlove-uat.myshopify.com,geethanks,0.5177537257
doraihome.myshopify.com,geethanks,0.7647058824
cords-club.myshopify.com,geethanks,0.7647058824
limeberry-designs.myshopify.com,geethanks,0.02941176471
maya-parfum.myshopify.com,geethanks,0.8382352941
dairypill.myshopify.com,geethanks,0.7647058824
74b05d-3.myshopify.com,geethanks,0.58093252
pretzels-shop.myshopify.com,geethanks,0.7647058824
d7f3c9-3.myshopify.com,geethanks,0.8382352941
minorhistory.myshopify.com,geethanks,0.8382352941
boarderie.myshopify.com,geethanks,0.6296634497
bridebrite.myshopify.com,geethanks,0.7647058824
feat-socks.myshopify.com,geethanks,0.7647058824
shop-mentionables.myshopify.com,geethanks,0.02941176471
rey-to-z.myshopify.com,geethanks,0.7647058824
little-mama-shirt-shop.myshopify.com,geethanks,0.7647058824
madeincookware.myshopify.com,geethanks,0.7647058824
rickirum.myshopify.com,geethanks,0.8382352941
tucky-belt.myshopify.com,geethanks,0.8382352941
abigail-home.myshopify.com,geethanks,0.02941176471
the-jam-stand.myshopify.com,geethanks,0.7647058824
